nome,whatsapp,endereco,cidade,latitude,longitude,categorias,url_maps,status_funil
Inoove - Fisioterapia e Estética,5599985480179,"Av. Maranhão, R. São Sebastião, 1500A, Codó - MA, 65400-000, Brasil",Codó,-4.4572146,-43.8910171,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Inoove%20-%20Fisioterapia%20e%20Est%C3%A9tica&query_place_id=ChIJl2bpNaHxiwcRLXszLoXoae0,prospect
Donna Make,5599981940594,"R. 7 Setembro - Centro, Codó - MA, 65400-000, Brasil",Codó,-4.4531733,-43.8864425,"{""Maquiagem""}",https://www.google.com/maps/search/?api=1&query=Donna%20Make&query_place_id=ChIJ0Wp9WFPxiwcR300bJWamx9o,prospect
Salão Bia Cabelos,,"R. Ruy Barbosa, 1049 - Codó, MA, 65400-000, Brasil",Codó,-5.0106922,-43.9056021,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Bia%20Cabelos&query_place_id=ChIJQ4RlFgAviQcR5j3d3z8v-t4,prospect
Centro de saúde de cajazeiras,,"Codó, MA, 65775-000, Brasil",Codó,-5.0131251,-43.9053906,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Centro%20de%20sa%C3%BAde%20de%20cajazeiras&query_place_id=ChIJVWrktA0viQcR9avlTrxpM3s,prospect
Espacobellaflorstudio,,"VRQ9+XH - Codozinho, Coroatá - MA, 65400-000, Brasil",Codó,-4.5600625,-44.1810625,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espacobellaflorstudio&query_place_id=ChIJux1iRADZiwcRCiG0LXPtipc,prospect
Salão Mirla Cabelos,,"R. São Paulo - Codó, MA, 65400-000, Brasil",Codó,-4.460133,-43.8899689,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Mirla%20Cabelos&query_place_id=ChIJHZqHQhTxiwcRm-lAb9gzWww,prospect
Nildo sobrancelhas,5599981820772,"R. Pernambuco - São Francisco, Codó - MA, 65400-000, Brasil",Codó,-4.441637,-43.905945,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Nildo%20sobrancelhas&query_place_id=ChIJNcswS0fxiwcRJs6Hvh7bScA,prospect
Salão Lúcia Hair,5599996417518,,Codó,-4.456786,-43.883004,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20L%C3%BAcia%20Hair&query_place_id=ChIJpYBh6EDxiwcRQZmy58BUtoc,prospect
Salão JPN,5599981831670,"Av. Augusto Teixeira, 2400 - Codó, MA, 65400-000, Brasil",Codó,-4.4572691,-43.8882124,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20JPN&query_place_id=ChIJrdPoz2rxiwcRR7H9UWopL8k,prospect
Clínica de Fisioterapia e Estetica Reabilitar,,"R. Simeão de Macedo, 1801 - Centro, Codó - MA, 65400-000, Brasil",Codó,-4.4471142,-43.8860988,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20de%20Fisioterapia%20e%20Estetica%20Reabilitar&query_place_id=ChIJsXOelULxiwcREtmEI-AN_90,prospect
CENTRO DE TREINAMENTO CORPO & FORMA (CENTRO),,"Tv. Z. Cardoso, 1 - Centro, Codó - MA, 65400-000, Brasil",Codó,-4.4520487,-43.8861554,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=CENTRO%20DE%20TREINAMENTO%20CORPO%20%26%20FORMA%20(CENTRO)&query_place_id=ChIJE40YWADxiwcRt7dHNDtK740,prospect
Célia cabelos,559870115154,"Av. Dr. Afonso Bacelar, 183-257, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2578661,-43.0159308,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=C%C3%A9lia%20cabelos&query_place_id=ChIJFSi0NP6ljQcRJYTlPQjHGRI,prospect
Império Da Beleza,,"R. Valentim Antonio de Souza, 230, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.254512,-43.0145248,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Imp%C3%A9rio%20Da%20Beleza&query_place_id=ChIJuU-SrAamjQcRq0IoqaZfAgY,prospect
Salão de beleza cris cabelo,5598981858121,"Av. Santana, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2559656,-43.008308,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20de%20beleza%20cris%20cabelo&query_place_id=ChIJCcWylfqnjQcRmRd14ywt-u4,prospect
Salão Paty,5598988759222,"Av. Santana, 351 - Centro, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2538279,-43.0086857,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Paty&query_place_id=ChIJHfJdvwWmjQcRbyEo4XvqW7A,prospect
Espaço Hair & Nails,5598981443414,"Av. Coelho Neto, 170-246, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2454728,-43.0152602,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Hair%20%26%20Nails&query_place_id=ChIJd0EABzCnjQcRPz21sLD8o64,prospect
Salao Divas hair,5598982195551,"Av. Santana, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2454507,-43.013558,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Salao%20Divas%20hair&query_place_id=ChIJu3jFKqGnjQcRbovqQtbwPQo,prospect
Instituto De Beleza Capricho,5598981543987,"Av. Mal. Cordeiro de Farias, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2565986,-43.0093341,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Instituto%20De%20Beleza%20Capricho&query_place_id=ChIJawZjfAimjQcRXS9gpW6mqL0,prospect
CENTRO DE ESTÉTICA E BELEZA Nathalia Serejo,,"Av. Mal. Cordeiro de Farias, 764, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2567566,-43.0100539,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=CENTRO%20DE%20EST%C3%89TICA%20E%20BELEZA%20Nathalia%20Serejo&query_place_id=ChIJC-3O1gemjQcRtS7vgejcK-U,prospect
ESPAÇO DE ESTÉTICA LARISSE AGUIAR,5586999175355,"R. Juscelino Kubitscheck, 173, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2551442,-43.0156944,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=ESPA%C3%87O%20DE%20EST%C3%89TICA%20LARISSE%20AGUIAR&query_place_id=ChIJi2p7oY6njQcRS25A7KWnNw4,prospect
Beatriz pink,,"R. Nilo Peçanha, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2427646,-43.0170544,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Beatriz%20pink&query_place_id=ChIJ4_maMgCnjQcRkm3mB9P8C58,prospect
Daiara epilação,5598983302752,"torres - Luiz torquarto, R. do Anil, 2, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2599195,-43.0176591,"{""Depilação""}",https://www.google.com/maps/search/?api=1&query=Daiara%20epila%C3%A7%C3%A3o&query_place_id=ChIJ50J6tsOljQcRDWncVwfHB8w,prospect
Studio Eryca Machado,5598985440472,"Av. Coelho Neto, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2454836,-43.0152475,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Eryca%20Machado&query_place_id=ChIJm-44q5OnjQcR07SiksbMuVU,prospect
Studio Welline Vaz,5598981231288,"Av. Coelho Neto, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2446151,-43.0147858,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Welline%20Vaz&query_place_id=ChIJr8fux1KnjQcRQEgzGSEb9c0,prospect
Salão Vanessa cabelo,5598982072626,"R. Pres. Epitácio Pessoa, 475, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.248663,-43.0212007,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Vanessa%20cabelo&query_place_id=ChIJ12WJHOKpjQcRgl8xj-arYPM,prospect
Excelência Depilação,5598985240963,"R. Juscelino Kubitscheck, 438 - Centro, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2525512,-43.0155946,"{""Depilação""}",https://www.google.com/maps/search/?api=1&query=Excel%C3%AAncia%20Depila%C3%A7%C3%A3o&query_place_id=ChIJK-1cL0ynjQcRZgyFD6tdPbc,prospect
Bella Rosa - Estúdio de beleza,,"R. Joaquim Pereira Dutra, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2600004,-43.0253627,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Bella%20Rosa%20-%20Est%C3%BAdio%20de%20beleza&query_place_id=ChIJtamkkQ-vjQcRnalWZup_HBY,prospect
Letícia Barros Studio de Beleza,5598985002934,"R. da Ecologia, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2639536,-43.0234884,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Let%C3%ADcia%20Barros%20Studio%20de%20Beleza&query_place_id=ChIJrVP7xdmvjQcRNWOtm_g2fh4,prospect
ANA KATYA BEAUTY,,"R. Raimundo Sérvulo de Lima, 848, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2562037,-43.0192441,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=ANA%20KATYA%20BEAUTY&query_place_id=ChIJ-8veKACmjQcRBST7S5z-CNc,prospect
SALÃO DE BELEZA Valeria,,"R. Píres Médici, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2597297,-43.0190665,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=SAL%C3%83O%20DE%20BELEZA%20Valeria&query_place_id=ChIJx0qCeP-ljQcRoTS_yFVjnVU,prospect
Salão o Pedrinho,,"R. Zé de Souza, 457, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2520661,-43.0146242,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20o%20Pedrinho&query_place_id=ChIJ44Sk1pKnjQcRyw4BSMS0eCo,prospect
Studio Kassy Chaves,,"Av. Carlos Freire - Quiabos, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2623555,-43.0229095,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Kassy%20Chaves&query_place_id=ChIJSw1imoOvjQcRS36lpBJNxO4,prospect
Salão Belo Corte,,"R. Nicolau Batista, 2-56, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2469935,-43.0161604,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Belo%20Corte&query_place_id=ChIJSz9GVMinjQcRUqScN_dVypQ,prospect
Studio Arleth Silva,,"R. Maranhão - Mutirão, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2620575,-43.0252585,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Arleth%20Silva&query_place_id=ChIJiUa8YwCvjQcRwgxpT25-IR4,prospect
Studio Laís Silva,5598984388869,"Av. Mal. Cordeiro de Farias, 424, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2565054,-43.0068484,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20La%C3%ADs%20Silva&query_place_id=ChIJRXgCP5uljQcRLcUDMkiU3x0,prospect
Lúcia Manicure,,"Av. Santana, 336, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2493362,-43.0094945,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=L%C3%BAcia%20Manicure&query_place_id=ChIJjXGDNwCnjQcRd_THIct6ODc,prospect
Sandra Oliveira da luz,,"R. Dep. Raimundo Bacelar, 100 - CEP:, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2568381,-43.0136316,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Sandra%20Oliveira%20da%20luz&query_place_id=ChIJ4dlmXQCnjQcRQUe386IVOtc,prospect
A Casa de Patrick Estrela,5566666666666,"R. Heroiton Rodrigues, 395-305, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2550992,-43.018955,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=A%20Casa%20de%20Patrick%20Estrela&query_place_id=ChIJp7Q-DQCnjQcR5QjT4UejS5c,prospect
Sara Bronze,5598982100624,"R. Quinze de Novembro - Santana, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.252214,-43.0077687,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Sara%20Bronze&query_place_id=ChIJUeGUKoWnjQcR5iCPjTQBFGs,prospect
Karla unhas,,"R. São Pedro, Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.2551504,-43.0130625,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Karla%20unhas&query_place_id=ChIJg-fOEACnjQcRRSTHDAaIPIU,prospect
Sara Cabelos,,"R. Pres. Gáspar Dutra Ou G., Coelho Neto - MA, 65620-000, Brasil",Coelho Neto,-4.249577,-43.0213355,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sara%20Cabelos&query_place_id=ChIJ6d4I2qeojQcRasxowNDAj1Q,prospect
Centro de Beleza Andressa Rhuanna,5599999057945,"atrás da quadra do advogado Juraci - Rua Teodorico arras, R. Neres Bandeira, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5763604,-45.1313281,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Centro%20de%20Beleza%20Andressa%20Rhuanna&query_place_id=ChIJ6-Dndo2pzJIRaqPNgfnQfEY,prospect
South Glam Hair Salon,5599991922281,"Av. Venceslau, 03A - Centro, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5730339,-45.1292572,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=South%20Glam%20Hair%20Salon&query_place_id=ChIJWxjoOLWpzJIRGh9qd_EAwig,prospect
Barbearia mister panda,5599985057295,"Próximo ao hospital e o cras, Lagoa Grande do Maranhão - MA, 65718-000, Brasil",Lago da Pedra,-4.7746935,-45.2618568,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Barbearia%20mister%20panda&query_place_id=ChIJoxH9XKO_zJIRnylEeB-TbhA,prospect
Diego Cabeleireiro,5599985111845,"Marajá - N 733, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5699901,-45.1177474,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Diego%20Cabeleireiro&query_place_id=ChIJ8zrt9YypzJIR_nHMP_M3Rok,prospect
Salão Imperio Da Beleza,5599988373882,"Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5701843,-45.1238165,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Imperio%20Da%20Beleza&query_place_id=ChIJ1VAGbt2pzJIRjyp8fvuS1zc,prospect
Josy Cabeleireira,,"Av. Antônio Balé, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5716431,-45.1243562,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Josy%20Cabeleireira&query_place_id=ChIJuanxry-pzJIRNTikM2fruJ4,prospect
Loja Gih Make Up,5599981253576,"Av. Maura Jorge, 209, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5620171,-45.1358508,"{""Maquiagem""}",https://www.google.com/maps/search/?api=1&query=Loja%20Gih%20Make%20Up&query_place_id=ChIJW7HriV-pzJIRWndq5hD66y4,prospect
Emiliana Oliver Nails,5599984763839,"Rua da Olaria, Quadra 15 - lote 14, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5565002,-45.1366819,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Emiliana%20Oliver%20Nails&query_place_id=ChIJMW0EM8GpzJIRHTwWJTQU4cI,prospect
Studio Mary,5599982570369,"Av. José Vieira de Melo, 100 - Rodoviária, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5646193,-45.1253754,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Mary&query_place_id=ChIJkRLspH6pzJIRW7LKfdu2VAs,prospect
Jô Cabeleireira,5599988325960,"Av. Raimundo Silva Barros, S/N - Serra dourada, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5690983,-45.1193433,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=J%C3%B4%20Cabeleireira&query_place_id=ChIJIzTBlRepzJIRWwhwvGiGL0U,prospect
Studio K,5599991662265,"MA-245, 299, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5289066,-45.1077014,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20K&query_place_id=ChIJjylfxeRXy5IRnbClnhC5by4,prospect
Salão da ivone,5599984388084,"R. Dep. José Machado - Rodoviária, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5696382,-45.122573,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20da%20ivone&query_place_id=ChIJ8USXNsipzJIRe7KDpG3FXRg,prospect
DARLAN BARBEARIA,5599981431186,"R. Santana, Nº 152 - Vila Rocha, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5612464,-45.125698,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=DARLAN%20BARBEARIA&query_place_id=ChIJk1Kx2lapzJIRBacdQYB0PXE,prospect
KS_STUDIO DE BELEZA,5599982533873,"R. Cel. Pedro Bogéa - CENTRO, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5720303,-45.1297563,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=KS_STUDIO%20DE%20BELEZA&query_place_id=ChIJIQSQd8ipzJIRMrr1NPR7P4A,prospect
Studio Adrielly Fernandes,5599985034000,"R. do Sabiá - Vieira Neto, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5553504,-45.1346666,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Adrielly%20Fernandes&query_place_id=ChIJU1ycJQKpzJIReD0I1i1cHnQ,prospect
Dinalva Embeleze,5599981189142,"R. do Sabiá &, Av. Maura Jorge, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5617687,-45.1370545,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Dinalva%20Embeleze&query_place_id=ChIJhR25yjSpzJIR9JEBpe7VKoI,prospect
Studio Mônica Vasconcelos,5599981489642,"R. Orlando Dias, 65 - A, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5744692,-45.1256752,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20M%C3%B4nica%20Vasconcelos&query_place_id=ChIJTXPbHwCpzJIR6gxP8NHyCb0,prospect
Studio Ana Maria BELEZA & ESTÉTICA AVANÇADA,5599984957507,"Av. Venceslau, 178, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.574338,-45.1301035,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Ana%20Maria%20BELEZA%20%26%20EST%C3%89TICA%20AVAN%C3%87ADA&query_place_id=ChIJCWqNMQ-pzJIR0zguw-kJVeg,prospect
Studio R,5599981459143,"Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5585199,-45.126043,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20R&query_place_id=ChIJsz9fcwCpzJIRXB10JgFRYSI,prospect
Centros de Estetica Raquel Soares,5599991787818,"Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5565179,-45.1272058,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=Centros%20de%20Estetica%20Raquel%20Soares&query_place_id=ChIJy780kMOpzJIRH3ZA2c1Xizg,prospect
Manu Oliveira - Beleza e Cosméticos,5599984120186,"R. Sete de Setembro, 178, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5661965,-45.1379427,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Manu%20Oliveira%20-%20Beleza%20e%20Cosm%C3%A9ticos&query_place_id=ChIJqdZpdQCpzJIROFC74wcZJaE,prospect
Studio NatieellyCarvalho CÍLIOS E MAKE UP,5598981261085,"R. Humberto de Campos, 182, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5711978,-45.1318486,"{""Sobrancelhas e Cílios e Maquiagem""}",https://www.google.com/maps/search/?api=1&query=Studio%20NatieellyCarvalho%20C%C3%8DLIOS%20E%20MAKE%20UP&query_place_id=ChIJmeDmx2mozJIRIduXsaFZ4zk,prospect
Débora Cabeleireira,5599984538930,"R. Sete de Setembro, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5632889,-45.1382707,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=D%C3%A9bora%20Cabeleireira&query_place_id=ChIJAbBB_aipzJIR9sqptDb4IHo,prospect
Studio Thyelle Nascimento,5599981822474,"Av. Maura Jorge - Waldir Filho, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5618573,-45.136436,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Thyelle%20Nascimento&query_place_id=ChIJxxjp7XGpzJIRXFsITHPpjNI,prospect
Studio Bella Dona,5599984503315,"Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5561369,-45.1271094,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Studio%20Bella%20Dona&query_place_id=ChIJh-W6O8epzJIRtW1ECXFpzkI,prospect
Stúdio Tainá Silva estética e beleza,5599992129623,"Vieira neto - Q36L18, R. Ver. Kléber, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5580069,-45.1336978,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=St%C3%BAdio%20Tain%C3%A1%20Silva%20est%C3%A9tica%20e%20beleza&query_place_id=ChIJwwLIvFGpzJIRYADMtd4FzZ8,prospect
DS Spazio Beauty,,"Av. Luis Osmani Pimentel de Macêdo, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.565528,-45.1281114,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=DS%20Spazio%20Beauty&query_place_id=ChIJjzJUJQCpzJIRoKMHwvtWXIQ,prospect
Rizonete Alves Beauty Salon,,"R. Quatro, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5493547,-45.1265958,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Rizonete%20Alves%20Beauty%20Salon&query_place_id=ChIJX_6mLQBXy5IRJgZLYk39L3Y,prospect
Irmão Franciel,,"Povoado escolado, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5912722,-45.1462335,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Irm%C3%A3o%20Franciel&query_place_id=ChIJdf4FuZSpzJIRA9a6EMfP9Nk,prospect
Salão da Fran,5599981980446,"R. Leonel Bogéa - Centro, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5702245,-45.1322096,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20da%20Fran&query_place_id=ChIJ4WeUXX2pzJIRcjRHbE5QUBQ,prospect
Salão Rosa lis,5599982102560,"Rua senador Viturino freire - Centro, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5709335,-45.1330111,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Rosa%20lis&query_place_id=ChIJjcY1w1GpzJIRbWwvfsVTXyY,prospect
Salão Fran Cabelos,5599981313682,"R. Massolene Coelho, 214 - 342, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.553818,-45.127467,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Fran%20Cabelos&query_place_id=ChIJR-Pthb2pzJIR_6CSiYHAzqM,prospect
Thay Studio de Beleza,,"R. Antaise Sáles, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5523552,-45.1296134,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Thay%20Studio%20de%20Beleza&query_place_id=ChIJpXydewCpzJIR80TvBYKng-U,prospect
Encanto unhas,5599985530317,"R. das Mangueiras - Planalto, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5559525,-45.1288,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Encanto%20unhas&query_place_id=ChIJtQcgJfapzJIRuRleIKr0NzY,prospect
Studio Cristiane Sousa,5599982634996,"R. José Maria Silva, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5583394,-45.1367555,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Cristiane%20Sousa&query_place_id=ChIJERzMQjKpzJIRakYFm_1gpUY,prospect
Studyo Gey,5599985402255,"Av. Luiz Osmani - Vila Rocha, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.558617,-45.1260739,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studyo%20Gey&query_place_id=ChIJyVZsrjipzJIRr10qq4BBZaA,prospect
Studio Mika Alencar,5599985436726,"R. Pres. Médici, 329, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5687483,-45.1236749,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Mika%20Alencar&query_place_id=ChIJXYJE2CapzJIRfPgD3HtlH5w,prospect
Estúdio Mary Costa,,"R. São Pedro, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5693555,-45.1255598,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Est%C3%BAdio%20Mary%20Costa&query_place_id=ChIJ0T9JewCpzJIRA0ZOEeKS2II,prospect
Studio Catarina Santos Micro Fios,5599984892808,"Próximo a prefeitura - R. Mendes Fonseca - Centro, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5686981,-45.1273638,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Catarina%20Santos%20Micro%20Fios&query_place_id=ChIJl_iK0EupzJIR-jeWx-5t8Kc,prospect
"Polly plástica dos pés, Manicure/Pedicure",,"R. Hilário Neto, 141 - Planalto, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5541193,-45.1295715,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Polly%20pl%C3%A1stica%20dos%20p%C3%A9s%2C%20Manicure%2FPedicure&query_place_id=ChIJ2Y3JMwCpzJIRI4ywP3g6jto,prospect
Fabiane Nails,5599984103158,"R. da União, 266 - Cajueiro, Lago da Pedra - MA, 65715-000, Brasil",Lago da Pedra,-4.5751238,-45.1263022,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Fabiane%20Nails&query_place_id=ChIJS9swAgCpzJIRoXsHX1R3Woc,prospect
